word,relative freq (lyrics / general usage),general usage absolute freq,pop lyrics absolute freq
"echo",0.9729824919728509,81,1
"jets",0.9729824919728509,81,1
"furious",0.9729824919728509,81,1
"loser",0.9729824919728509,81,1
"tense",0.9729824919728509,81,1
"been",0.9729824919728509,26001,321
"slick",0.9729824919728509,81,1
"figaro",0.9729824919728509,81,1
"cement",0.9729824919728509,81,1
"deeply",0.9759948216693614,323,4
"return",0.9765283465354342,1372,17
"confusion",0.9770030807826561,242,3
"hills",0.9770030807826561,484,6
"praise",0.9778111892034854,403,5
"uncle",0.9810570354747004,241,3
"talking",0.9830966550910718,2405,30
"bullets",0.9851447731225117,80,1
"dive",0.9851447731225117,160,2
"asylum",0.9851447731225117,80,1
"watts",0.9851447731225117,80,1
"condom",0.9851447731225117,160,2
"pour",0.9851447731225117,80,1
"arranged",0.9892667177799279,239,3
"fat",0.9904507593332254,557,7
"noise",0.9904507593332254,557,7
"river",0.9909251699472036,1193,15
"bear",0.9913406521987538,477,6
"ne",0.9913406521987539,159,2
"cuban",0.9913406521987539,159,2
"halfway",0.9913406521987539,159,2
"stupid",0.994467909776668,317,4
"seem",0.9949434587006238,2614,33
"jar",0.9976149601240624,79,1
"skirt",0.9976149601240624,79,1
"boss",0.9976149601240624,316,4
"discovering",0.9976149601240624,79,1
"diesel",0.9976149601240624,79,1
"clan",0.9976149601240624,79,1
"commit",0.9976149601240624,237,3
"headed",1.0018421421584864,236,3
"harm",1.0018421421584864,236,3
"whole",1.0022755023722412,3853,49
"realized",1.0052497684923587,392,5
"anyone",1.0097576149878402,1561,20
"satisfaction",1.0104048955102682,234,3
"line",1.0104048955102682,3120,40
"motivation",1.0104048955102685,156,2
"protections",1.0104048955102685,78,1
"soaring",1.0104048955102685,78,1
"extremes",1.0104048955102685,78,1
"offended",1.0104048955102685,78,1
"villain",1.0104048955102685,78,1
"urge",1.0104048955102685,156,2
"belts",1.0104048955102685,78,1
"groves",1.0104048955102685,78,1
"care",1.0134620964043992,5288,68
"storm",1.0136537858495296,311,4
"educated",1.0147413972077373,233,3
"currents",1.016923636771625,155,2
"photograph",1.016923636771625,155,2
"letter",1.0173612114862425,1162,15
"automatic",1.0191152825405292,232,3
"ones",1.019960740714198,2009,26
"explain",1.0217577595047658,1157,15
"sunday",1.0235270370104015,1386,18
"mentality",1.0235270370104017,77,1
"liable",1.0235270370104017,77,1
"poetic",1.0235270370104017,77,1
"shop",1.0235270370104017,616,8
"vein",1.0235270370104017,231,3
"shock",1.0235270370104017,462,6
"destroy",1.0279771545626208,230,3
"moments",1.0279771545626208,230,3
"sometime",1.0279771545626208,230,3
"help",1.028474001906537,4138,54
"ghost",1.030216756206548,153,2
"needs",1.0307349738907565,1988,26
"express",1.0308292513053632,841,11
"forgotten",1.0324661377703177,229,3
"kidding",1.0324661377703177,229,3
"basin",1.0369944980236965,76,1
"sleepy",1.0369944980236965,76,1
"nathan",1.0369944980236965,76,1
"noah",1.0369944980236965,76,1
"bred",1.0369944980236965,76,1
"this",1.040942141681968,60418,798
"bloody",1.0438620112556414,151,2
"kid",1.0446306872580386,679,9
"fought",1.0461714404840832,226,3
"advice",1.0466345531182062,753,10
"flat",1.048491111083826,451,6
"sounds",1.0493483217562842,1427,19
"t-shirt",1.050821091330679,75,1
"lighting",1.050821091330679,75,1
"jesus",1.050821091330679,450,6
"grip",1.050821091330679,75,1
"moving",1.050821091330679,750,10
"tooth",1.050821091330679,75,1
"seeds",1.050821091330679,150,2
"killings",1.050821091330679,75,1
"donna",1.050821091330679,75,1
"scatter",1.050821091330679,75,1
"sang",1.050821091330679,75,1
"blast",1.0555122569169766,448,6
"thursday",1.0566916002207944,895,12
"purple",1.0578735818765226,149,2
"sisters",1.0578735818765226,298,4
"hardly",1.0586630397734451,670,9
"only",1.059236133950396,17857,240
"dead",1.0611972421427414,1114,15
"wine",1.063424642650987,667,9
"pictures",1.0635841005371245,741,10
"notice",1.0637146016537549,815,11
"monday",1.0640627612484372,1111,15
"360",1.0650213763486613,74,1
"pronounce",1.0650213763486613,74,1
"ti",1.067907613140934,738,10
"mile",1.067907613140934,369,5
"de",1.069494810239625,3095,42
"greatest",1.0716037087117556,809,11
"ali",1.0722664197251828,147,2
"beer",1.0737272731580507,367,5
"pregnant",1.0759260320791937,293,4
"month",1.0768789017938387,1976,27
"paid",1.0772806152131063,1390,19
"palm",1.0796107102712456,146,2
"shared",1.0796107102712456,657,9
"carriage",1.0796107102712456,73,1
"dug",1.0796107102712456,73,1
"hammer",1.0796107102712456,73,1
"sophistication",1.0796107102712456,73,1
"money",1.0796107102712456,5986,82
"excel",1.0796107102712456,146,2
"bit",1.0806435011292854,3136,43
"held",1.0833207127120401,1455,20
"holds",1.08598636407206,508,7
"closed",1.0870563013765646,580,8
"instant",1.0870563013765646,145,2
"fatal",1.0895610393981696,217,3
"made",1.0906041352583415,7660,106
"pieces",1.0908177418657568,867,12
"train",1.0927082405518327,577,8
"but",1.0931679680019175,66255,919
"middle",1.0933398638122673,1730,24
"handsome",1.0946053034694572,216,3
"carefully",1.0946053034694572,432,6
"louise",1.0946053034694574,72,1
"verge",1.0946053034694574,72,1
"countin",1.0946053034694574,72,1
"gospel",1.0946053034694574,72,1
