item;price;unit price
Shiraz 2010  Rouge d'afrique  0.75l;6.95;9.27 /L
Sixty Six   vin luxembourgeois rosé  0.75l;5.6;7.47 /L
Sixty Six   vin rouge luxembourgeois  0.75l;5.6;7.47 /L
Sixty Six blanc  0.75l;5.6;7.47 /L
Smoothie fraise - banane 250 ml;1.99;7.96 /L
Smoothie Kiwi, Pomme et Ananas  250ml;1.99;7.96 /L
Smoothie Orange, Carotte et Mangue  250ml;1.99;7.96 /L
Suze Apéro Gentiane 15%  1l;7.75;7.75 /L
Tequila Sauza blanco 38%  0.70l;13.95;19.93 /L
Underberg 3pack 44%   0.02l;2.4;40.00 /L
Verpoorten Advocaat 16%  0.70l;8.59;12.27 /L
Viellle Ferme Ventoux 2010  Vin de la Vallée du Rhône rouge  0.75l;4.0;5.33 /L
Vieux Château Saint-André 2006  Vin rouge Bordeaux  0.75;11.75;15.67 /L
Villa Antinori 2010  Vin italien blanc  0.75l;9.35;12.47 /L
Villa Antinori rouge 2007  0.75l;15.25;20.33 /L
Vin du pays Coteaux de l'Ardèche  rouge   5l;11.25;2.25 /L
Vin du pays des Coteaux de l'Ardèche  Cabernet-Sauvignon  Bag-in-Box   3l;8.6;2.87 /L
Vin du pays des Coteaux de l'Ardèche rouge  Cabernet-Sauvignon 2010 0.75;2.85;3.80 /L
Vin du pays du Coteaux de l'Ardèche   rouge  1.50l;3.98;2.65 /L
Vin du pays du Coteaux de l'Ardèche  Bag-in-Box Merlot  3l;8.6;2.87 /L
Vin du pays du Coteaux de l'Ardèche  rosé   1.50l;3.98;2.65 /L
Vin espagnol   N°V rosé 2010  0.75l;6.7;8.93 /L
Vin espagnol   rosé 2010  0.75l;6.39;8.52 /L
Vin espagnol blanc  N°V 2010  0.75l;6.7;8.93 /L
Vin italien  Frascati Superiore 2010  0.75l;5.85;7.80 /L
Vin rouge portugais  Région Palmela 2010  0.75l;2.58;3.44 /L
Vodka Eristoff red 20%  0.70l;10.5;15.00 /L
Vodka Gorbatschow 37.50%  0.70l;7.49;10.70 /L
Vodka Smirnoff 37.5%  0.70l;9.25;13.21 /L
Whisky Ballantines 40%  0.70l;10.95;15.64 /L
Whisky Grant's 40%   0.70l;9.5;13.57 /L
Whisky J&B 40%  0.70l;12.75;18.21 /L
Whisky Old smuggler 40%   0.70l;8.95;12.79 /L
Baby Lingettes soft&care  2 x 63 pièces + 1 x 63 pièces gratuites;5.67;5.67 /PC
Baby Pflegecreme  75ml;2.04;27.20 /L
Baby Poudre  200g;3.5;17.50 /KG
Baby Wundschutzcreme  100ml;3.63;36.30 /L
Baby Wundschutzcreme  150ml;2.24;14.93 /L
Barre de fruits  Früchteriegel Himbeere-Apfel  25g;0.61;24.40 /KG
Barre enfant Früchteriegel Banane-Apfel  25g;0.61;24.40 /KG
Biberon classic 3 vitesses  Jour de marché  240ml;3.2;3.20 /PC
BIO bouillie pour enfant  Abendbrei Griess Vanille  190g;1.29;6.79 /KG
BIO bouillie pour enfant  Abendbrei Milchbreikeks  190g;1.29;6.79 /KG
BIO candia lait croissance   1l bouteille;2.28;2.28 /L
BIO candia lait croissance   6x1l bouteille;13.68;2.28 /L
BIO fruits pour enfant  Apfel mit Banane  190g;1.06;5.58 /KG
BIO fruits pour enfant  Feines Bircher Müsli  190g;1.06;5.58 /KG
BIO Fruits pour enfants  Feiner Obstbrei  190g;1.06;5.58 /KG
BIO jus légumes enfant  Reiner Karottensaft  500ml;1.29;2.58 /L
BIO légumes pour enfants  Früh-Karotten  125g;0.63;5.04 /KG
BIO légumes pour enfants  Gemüse allerlei;1.09;5.74 /KG
BIO menu pour enfant  Huhn Buttergemüse und Kartoffel  190g;1.33;7.00 /KG
BIO menu pour enfant  Huhn, Tomaten, Kartoffeln  220g;1.38;6.27 /KG
BIO menu pour enfant  Maïs-Kartoffelpuree mit Pute  190g;1.36;7.16 /KG
BIO menu pour enfant  Reis mit Karotten und Pute  220g;1.38;6.27 /KG
BIO menu pour enfant  Schinken-Nudeln-Tomaten und Karotten  190g;1.36;7.16 /KG
BIO menu pour enfant  Spaghetti bolognese  190g;1.33;7.00 /KG
Biscuits enfant  Kinderkeks  180g;1.95;10.83 /KG
Biscuits Enfants Original 6 mois  175g;1.74;9.94 /KG
Céréales Blütenzarte Flocken   500g;1.29;2.58 /KG
Cotton tiges pour bébé  72 pièces;1.53;1.53 /PC
Couches bébé Active Fit   Jumbo junior  62 pièces  11-25 kg;22.75;22.75 /PC
Couches bébé Active Fit   Jumbo maxi plus  66 pièces  9-20 kg;22.75;22.75 /PC
Couches bébé Active Fit   Jumbo midi  84 pièces  4-9 kg;22.75;22.75 /PC
Couches bébé Baby Dry   Jumbo junior  66 pièces  13-27 kg;21.9;21.90 /PC
Couches bébé Baby Dry   Jumbo junior  68 pièces  11-25 kg;21.9;21.90 /PC
Couches bébé Baby Dry   Jumbo maxi  78 pièces  7-18 kg;21.9;21.90 /PC
Couches bébé Baby Dry   Jumbo maxi plus  74 pièces  9-20 kg;21.9;21.90 /PC
Couches bébé Baby Dry   Jumbo midi  96 pièces  3-6 kg;21.9;21.90 /PC
Couches bébé Baby Dry   Unisex XL  21 pièces  16+ kg;10.75;10.75 /PC
Couches bébé Dry  Unisex mini  41 pièces  3-6 kg;10.75;10.75 /PC
Couches bébé Néew Baby  Unisex mini  35 pièces  3-6 kg;9.5;9.50 /PC
Couches bébé Newborn boy & girl  27 pièces  2-5 kg;5.29;5.29 /PC
Dentifrice enfants 0-6 ans  Tube 50ml;2.45;49.00 /L
Dentifrice junior 6-12 ans  Tube 75ml;2.45;32.67 /L
Dentifrice junior fraise  Tube 50ml;1.39;27.80 /L
Fruits pour enfant  Banane Pfirsisch Apfel  190g;1.06;5.58 /KG
Fruits pour enfant  Pfirsisch mit Apfel  190g;1.06;5.58 /KG
Jus fruits pour enfant  Multivitaminsaft  500ml;1.58;3.16 /L
Jus fruits pour enfants  Apfel, Traubensaft  500ml;1.58;3.16 /L
KandooLingettes pour bébé melon  Recharges  2x55 pièces + 1x55 pièces gratuites;5.65;6.08 /KG
Lait infantile de croissance 1+   1l;1.83;1.83 /L
Lait infantile de croissance2+  1l;1.83;1.83 /L
Lait infantile de croissance3+  1l;1.83;1.83 /L
Lait infantile lait de croissance 1+  6x1l;10.98;1.83 /L
Lait infantile lait de croissance 2+  6x1l;10.98;1.83 /L
Lait infantile lait de croissance 3+  6x1l;10.98;1.83 /L
Lait infantile NanPro2  800g;13.1;16.38 /KG
Lait infantile pour enfants  NanPro3  800g;13.19;16.49 /KG
Lingettes Bébé   25 pièces;3.98;3.98 /PC
Lingettes Bébé  64 pièces;3.94;3.94 /PC
Lingettes comfort Bébé  64 pièces;3.95;3.95 /PC
Lingettes comfort sensitive Bébé  2X56 pièces;7.7;7.70 /PC
Lingettes pour bébé   Recharges  4x64 pièces + 2x64 pièces gratuites;10.95;10.95 /PC
Lingettes pour bébé Sensitive  Recharges  4x56 pièces + 2x56 pièces gratuites;10.95;10.95 /PC
Semoule pour enfant  Griessbrei Keks  4x100g;2.06;5.15 /KG
Sucette Silicone T1  Maternity  2 pièces;5.3;5.30 /PC
Tétines large Silicone T1  pour biberons Maternity  2 pièces;2.85;2.85 /PC
25 Pinces à linge;5.75;5.75 /PC
Aides repassage - Bügelhilfe   Spray  400ml;2.45;6.13 /L
Assouplissant Aloe Vera  1l;4.23;4.23 /L
Assouplissant Clear Blue Energy  42 doses  1.5l;3.49;2.33 /L
Assouplissant Fashion Fuchsia  42 doses  1.5l;3.59;2.39 /L
Assouplissant Flowers  1l;2.9;2.90 /L
Assouplissant fraîcheur d'avril  27 doses 3l;2.8;0.93 /L
Assouplissant Maya  42 doses   1.5l;3.59;2.39 /L
Assouplissant Passion Jasmin  42 doses  1.5l;3.49;2.33 /L
BIO Entretien canalisations  Solution biologique  1l;5.98;5.98 /L
Bloc WC Clean Duo Activ vert  Appareil  60ml;2.33;38.83 /L
Bloc WC Clean Duo Active jaune  3 recharges  180ml;6.15;34.17 /L
Bloc WC Clean Duo Active vert  3 recharges  180ml;6.15;34.17 /L
Bloc WC Fresh disc 4en1 marine;3.55;3.55 /PC
Bloc WC hygiéne lavande  2x40g;2.25;28.13 /KG
Bloc WC hygiéne marine  2x40g;2.25;28.13 /KG
Bloc WC hygiéne pin   2x40g;2.25;28.13 /KG
Brosse à habits adhesive   Recharge  56 feuilles;3.48;3.48 /PC
Cire meubles en bois spray  250ml;2.7;10.80 /L
Déboucheur liquide  1l;2.49;2.49 /L
Deo Sticks Citron pour aspirateur 5 pièces;4.05;4.05 /PC
Deo Sticks Lavande pour aspirateur 5 pièces;4.05;4.05 /PC
Dépoussièrant  pour meubles spray  Classic beauty  250ml;2.75;11.00 /L
Désodorisant lave vaisselle Odor Stop  1 pièce;2.39;2.39 /PC
Désodorisant pour refrigérateur coco 2en1  60g;2.82;47.00 /KG
Désodorisant textile linge frais  500ml;3.98;7.96 /L
Détachant - Fleckenroller Gallseife  75ml;2.55;34.00 /L
Détachant - Fleckenteufel Gras, Erde  50ml;2.3;46.00 /L
Détachant Anti-grau  80g;2.35;29.38 /KG
Détachant Express pour lessive mains  325g;1.97;7.88 /KG
Détachant Express pour lessive mains  Tube  200ml;2.84;14.20 /L
Détachant gel  Oxi Action Intelligence  1l;5.1;5.10 /L
Détachant gel Oxi Action Crystal White  1l;6.25;6.25 /L
Détachant liquide  3L;7.5;2.50 /L
Détachant Oxi Action  Poudre  500g;6.39;12.78 /KG
Détachant Oxi Action Crystal White  Poudre  500g;6.7;13.40 /KG
Détachant Oxi Action pre-treater  Spray  750ml;5.2;6.93 /L
Détachant pour lessive mains  tube  125g;1.98;15.84 /KG
Détachant Stop Tâche  300ml;6.25;20.83 /L
Détartrant pour machine à café  Poudre  6x20g;2.89;2.89 /PC
Détartrant spécial Espresso Durgol 2 x 125 ml;7.8;17.33 /L
Eau de javel  2l;1.32;0.66 /L
Eau de javel azur  45 Pastilles;4.1;21.81 /KG
Eau de javel fraîcheur lavande  2l;1.74;0.87 /L
Eau de javel plus parfumé pin  2l;2.04;1.02 /L
Eau déminéralisée  5l;1.54;0.31 /L
Eponge de ménage Confort vert   2 pièces;2.0;2.00 /PC
Eponge de ménage double face  3 pièces;0.82;0.82 /PC
Eponge de ménage multi vert  1 pièce;0.52;0.52 /PC
Eponge de ménage végétale grattante grafix  1 pièce;2.8;2.80 /PC
Eponge de ménage vert   2 pièces;3.1;3.10 /PC
Eponge gros travaux végétal  1 pièce;3.1;3.10 /PC
Essuie-tout  6 rouleaux;3.1;3.10 /PC
Essuie-tout  6 rouleaux + 2 rouleaux gratis;5.6;5.60 /PC
Essuie-tout Maestro   2 rouleaux;2.78;2.78 /PC
Essuie-tout XXL blanc  2 rouleaux;2.98;2.98 /PC
Express gomme magique  3 pièces;3.35;3.35 /PC
Gants Confort & Care  Large;3.4;3.40 /PC
Gants Confort & Care  Small;3.4;53.13 /KG
Gants Multi   Small / medium  100 pièces;9.45;9.45 /PC
Gants multi small-medium / large  100 pièces;9.45;9.45 /PC
Hygienespüler  1.5l;5.4;3.60 /L
Lavette Microfibre  All In One  1 pièce;4.5;118.42 /KG
Lavette Microfibre  Cuisine 3en1  1 pièce;5.2;226.09 /KG
Lavette Microfibre  Salle de bain  1 pièce;4.5;155.17 /KG
Lavette Slalom Universal;2.4;2.40 /PC
Lavette vaisselle carrés  5 pièces;2.65;2.65 /PC
Lavettes Spongidou 38x26cm  3 pièces;2.05;2.05 /PC
Lavettes vaisselle Odeurs-Stop  2 pièces;2.39;2.39 /PC
Lessive en poudre   34 doses   2.720kg;13.98;5.14 /KG
Lessive en poudre regular  45 doses  3.6kg;14.98;4.16 /KG
Lessive en poudre Universal  40 doses 3.2kg;12.3;3.84 /KG
Lessive gel color  26 doses   962ml;9.25;9.62 /L
Lessive gel regular  26 doses   962ml;9.25;9.62 /L
Lessive liquide  Black & Foncés  25 doses  1.5l;5.58;3.72 /L
Lessive liquide Aloe Vera  recharge  20 doses   2L;7.98;3.99 /L
Lessive liquide Black Valvet  20 doses  1.5l;6.9;4.60 /L
Lessive liquide color  33 doses  2.475l;11.9;4.81 /L
Lessive liquide compact color  31 doses  2.263l;11.5;5.08 /L
Lessive liquide compact regular  31 doses  2.263l;11.5;5.08 /L
Lessive liquide Eco color  25 doses  1.875l;8.7;4.64 /L
Lessive liquide Eco regular  25 doses  1.875l;8.7;4.64 /L
Lessive liquide Optimal Color   20 doses   1.5l;6.9;4.60 /L
Lessive liquide pour laine   1l;3.89;3.89 /KG
Lessive liquide pour laine & soie  25 doses   1.5l;6.65;4.43 /L
Lessive liquide pour soie  20 doses  1.5l;4.95;3.30 /L
Lessive liquide regular  33 doses  2.475l;11.9;4.81 /L
Lingettes à désinfecter   15 pièces;2.75;2.75 /PC
Lingettes adoucisseur pour sèche linge  25 pièces;2.49;24.90 /L
Lingettes color protection  12 pièces;4.8;4.80 /PC
Lingettes hygiène  recharge  56 pièces;3.05;3.05 /PC
Lingettes nettoyant Wet  20 pièces;7.45;7.45 /PC
Liquide nettoyant  lave-vaisselle  250ml;3.29;13.16 /L
Liquide nettoyant WC marine  750ml;1.5;2.00 /L
Liquide vaisselle  2x900ml;4.7;2.61 /L
Liquide vaisselle  750ml;1.84;2.45 /L
Liquide vaisselle - Kraft Gel  600ml;2.4;4.00 /L
Liquide vaisselle balsam lemon  500ml;2.05;4.10 /L
Liquide vaisselle camomille  1l;2.6;2.60 /L
Liquide vaisselle lemon   600ml;2.4;4.00 /L
Liquide vaisselle pomme  600ml;2.4;4.00 /L
Liquide vaisselle Sensitive aloe vera  600ml;2.4;4.00 /L
Liquide vaisselle Vitamin   500ml;2.05;4.10 /L
Manche balai métal  1.30m;2.85;2.85 /PC
Mouchoirs pour lunettes  20 pièces;2.95;2.95 /PC
Nettoyant anti-calcaire  500ml;1.78;3.56 /L
Nettoyant anti-calcaire  Spray  750ml;3.5;4.67 /L
Nettoyant anti-calcaire vinaigre  1l;1.85;1.85 /L
Nettoyant Brise de la Mer  1.4L;2.48;1.77 /L
Nettoyant Citron d'Eté  1.4l;1.98;1.41 /L
Nettoyant Citron d'Eté  1.5l;1.98;1.32 /L
Nettoyant dégraissant cuisine  Spray  750ml;2.98;3.97 /L
Nettoyant huile de lin   1l;2.95;2.95 /L
Nettoyant lemon   Spray   750ml;2.98;3.97 /L
Nettoyant liquide dégraisser  Spray   750ml;4.55;6.07 /L
Nettoyant liquide javel  Spray  750ml;2.68;3.57 /L
Nettoyant liquide salle de bain  Spray  750ml;2.98;3.97 /L
Nettoyant liquide WC eclatant & blanche   750ml;1.39;1.85 /L
Nettoyant liquide WC fresh vert   750ml;1.5;2.00 /L
Nettoyant liquide WC marine   750ml;1.65;2.20 /L
Nettoyant liquide WC Power Plus  Force Fraîche  750ml;2.59;3.45 /L
Nettoyant liquide WC Power Plus  Parfum Printemps  750ml;2.89;3.85 /L
Nettoyant liquide WC super détartrant   750ml;1.75;2.33 /L
Nettoyant nettoie-tout  1.5l;2.98;1.99 /L
Nettoyant pour four Aktiv Gel  375ml;2.98;7.95 /L
Nettoyant pour four Ultra Clean  500ml;2.94;5.88 /L
Nettoyant pour inox  Crème email minéral  500ml;1.69;3.38 /L
Nettoyant pour métaux - Stahlfix Classic  200ml;3.7;18.50 /L
Nettoyant pour meubles en bois  750ml;2.54;3.39 /L
Nettoyant pour meubles Extra Protection  750ml;3.1;4.13 /L
Nettoyant pour vitrocéramique  200ml;3.95;19.75 /L
Nettoyant salle de bain - Wannenspray   600ml;2.85;5.70 /L
Nettoyant surfaces fragiles  1.4L;2.5;1.79 /L
Nettoyant vitres  Spray  500ml;1.89;3.78 /L
Nettoyant vitres alcool  Recharge  750ml;2.46;3.28 /L
Nettoyant vitres alcool  Spray  750ml;2.87;3.83 /L
Nettoyant vitres cristal  Recharge  750ml;2.46;3.28 /L
Nettoyant vitres cristal  Spray  750ml;2.77;3.69 /L
Nettoyants - Scheuermilch Citrus  500ml;2.18;4.36 /L
Pinces à linge   Bois Jumbo  48 pièces;1.2;1.20 /PC
Produit WC  Bloc Fresh disc 4en1 citrus;3.55;3.55 /PC
Protector  40 g;4.39;109.75 /KG
Raclette à visser métal noire  45cm;2.6;2.60 /PC
Recharge Staubmagnet   4 essuis;3.5;3.50 /PC
Rinçage pour lave-vaisselle - Klarspüler  Shine&Dry  800ml;5.65;7.06 /L
Sacs aspirateur A06 Micropor 4 pièces;9.65;9.65 /PC
Sacs aspirateur M40-M49 MP3 4 pièces;9.65;9.65 /PC
Sacs aspirateur M50 MP3 4 pièces;9.65;9.65 /PC
Sacs aspirateur PH86 MP3 4 pièces;9.65;9.65 /PC
Sacs aspirateur S67 MP3 4 pièces;9.65;9.65 /PC
Sacs aspirateur Y101 MP3 4 pièces;9.65;9.65 /PC
Savon liquide   1l;2.2;2.20 /L
Seau standard bleu 10 litres;2.45;2.45 /PC
Seau standard bleu 5 litres;2.05;2.05 /PC
Sel pour lave-vaisselle  6 kg;5.6;0.93 /KG
Set de ramassete Handy;4.75;18.27 /KG
Sprühstärke  500ml;2.95;5.90 /L
Starterkit + 2 recharges;12.9;12.90 /PC
Starterkit Duster   + 4 plumeaux;3.98;3.98 /PC
Tablettes pour lave-vaisselle All in One  30 pièces;6.38;10.63 /KG
Tablettes pour lave-vaisselle All in One lemon  52 pièces  1.035kg;13.25;12.80 /KG
Tablettes pour lave-vaisselle All in One regular  52 pièces  1.035kg;13.25;12.80 /KG
Tablettes pour lave-vaisselle Powerball lemon  40 pièces  712g;12.75;17.91 /KG
Tablettes pour lave-vaisselle Powerball lemon  76 pièces  1.416kg;14.75;10.42 /KG
Tablettes pour lave-vaisselle Powerball regular  76 pièces  1.416kg;14.75;10.42 /KG
Tablettes pour lave-vaisselle Quantum regular  40 pièces  712g;12.75;17.91 /KG
Tampons moussants  15 pièces;2.16;2.16 /PC
Tampons moussants  6 pièces;0.78;0.78 /PC
Torchon micro-floor xxl Fuchsia  60x70cm;5.2;5.20 /PC
Bouchées pour chats  Poulet et dinde  195g;0.93;4.77 /KG
Bouchées pour chats  Saumon et truite  195g;0.93;4.77 /KG
Coffret pour chats  Gold Mousseline  12x85g;6.95;6.81 /KG
Cracker Cobayes Miel/Fruits  2 pièces;2.66;2.66 /PC
Cracker pour canaris  Fruits exotiques;1.65;1.65 /PC
Cracker pour lapins  Légumes et fruits  2 pièces;2.66;2.66 /PC
Cracker pour perruches  Fruits exotiques;1.65;1.65 /PC
Croquettes pour chats   Boeuf et carottes  4kg;8.35;2.09 /KG
Croquettes pour chats  Adult boeuf  1.75kg;4.98;2.85 /KG
Croquettes pour chats  Adult poulet  1.75kg;4.98;2.85 /KG
Croquettes pour chats  Adult poulet  4kg;8.99;2.25 /KG
Croquettes pour chats  Adult thon  1.75kg;4.98;2.85 /KG
Croquettes pour chats  Boeuf et carottes  300g;0.99;3.30 /KG
Croquettes pour chats  Boeuf et foie  2kg;3.49;1.75 /KG
Croquettes pour chats  Saumon et truite  2kg;3.49;1.75 /KG
Croquettes pour chats  Senior  800g;5.15;6.44 /KG
Croquettes pour chiens   Beneful boeuf  1.5kg;5.68;3.79 /KG
Croquettes pour chiens   Beneful croissance optimale  1.5kg;5.35;3.57 /KG
Croquettes pour chiens   Beneful poids optimal  1.5kg;5.68;3.79 /KG
Croquettes pour chiens   Boeuf, carottes et céréales  800g;2.05;2.56 /KG
Croquettes pour chiens  Adult - activité normale  3kg;17.55;5.85 /KG
Croquettes pour chiens  Adult agneau  10kg;15.65;1.57 /KG
Croquettes pour chiens  Adult boeuf  10kg;15.65;1.57 /KG
Croquettes pour chiens  Adult boeuf et légumes  3kg;6.35;2.12 /KG
Croquettes pour chiens  Adult Maxi boeuf  10kg;15.65;1.57 /KG
Croquettes pour chiens  Boeuf, carottes et céréales  1.5kg;3.59;2.39 /KG
Croquettes pour chiens  Boeuf, carottes et céréales  4kg;7.98;2.00 /KG
Croquettes pour chiens  Light Poulet  2.5kg;5.98;2.39 /KG
Croquettes pour chiens  Senior poulet  2.5kg;5.48;2.19 /KG
Croquettes pour chiens  Volailles  1kg;2.58;2.58 /KG
Emincé pour chats  Poulet et agneau  100g;0.65;6.50 /KG
Foin des alpes  1kg;2.4;2.40 /KG
Gelée pour chat  Volailles  100g;0.65;6.50 /KG
Graines pour canaries  500g;2.04;4.08 /KG
Graines pour lapins  1kg;2.62;2.62 /KG
Graines pour oiseaux   Tournesol  700g;3.55;5.07 /KG
Graines pour oiseaux exotiques  1kg;3.5;3.50 /KG
Graines pour perruches  1kg;2.8;2.80 /KG
Lait pour chats  200ml;0.85;4.25 /L
Litière chats "Ultra"  5l;5.98;1.20 /L
Litière pour chats  10kg;5.7;0.57 /KG
Litière pour chats  Granules hygiéniques  10l;5.65;0.57 /L
Litière Smartpack Hygiène plus;7.8;1.95 /KG
Paté pour chats   Blanc de poulet  80g;0.89;11.13 /KG
Paté pour chats   Filet de thon  80g;0.89;11.13 /KG
Paté pour chats  Boeuf et dinde  100g;0.7;7.00 /KG
Paté pour chats  Cocktail océan  80g;0.98;12.25 /KG
Pâté pour chats  Gold double délice  12x85g;6.95;5.65 /KG
Paté pour chiens  Boeuf  1200g;2.49;2.08 /KG
Paté pour chiens  Boeuf et dinde  150g;1.05;7.00 /KG
Paté pour chiens  Poulet aux légumes  1200g;2.98;2.48 /KG
Paté pour chiens  Senior poulet aux riz  150g;1.05;7.00 /KG
Paté pour chiens  Veau aux légumes  1200g;2.98;2.48 /KG
Paté pour chiens  Volailles aux légumes  150g;1.05;7.00 /KG
Sachets fraîcheur   Viandes gelées  12x100g;4.65;3.88 /KG
Sachets fraîcheur  Essensia saveur océan  12x85g;6.95;6.81 /KG
Sachets fraîcheur  Junior  12x100g;4.65;3.88 /KG
Sachets fraîcheur  Marinades selection viandes  12x100g;5.69;5.58 /KG
Sachets fraîcheur  Perle filettines avec légumes  4x85g;2.38;7.00 /KG
Sachets fraîcheur  Perle plaisirs de la mer  4x85g;2.1;6.18 /KG
Sachets fraîcheur  Poissons  12x100g;4.65;3.88 /KG
Sachets fraîcheur  Viandes et poissons  12x100g;5.69;4.74 /KG
Sachets fraîcheur  Volailles  12x100g;4.65;3.88 /KG
Sauté pour chats  Poulet et dinde  100g;0.65;6.50 /KG
Snack pour chats  Dentabits  50g;1.95;39.00 /KG
Snack pour chats  Temptations boeuf  60g;1.9;31.67 /KG
Snack pour chats  Temptations poulet  60g;1.9;31.67 /KG
Snack pour chats  Temptations saumon  60g;1.9;31.67 /KG
Snack pour chiens  Biscroc  500g;1.68;3.36 /KG
Snack pour chiens  Boeuf  12g;0.49;40.83 /KG
Snack pour chiens  Dentastick maxi  +25kg  270g;9.69;35.89 /KG
Snack pour chiens  Dentastick maxi  270g;3.2;11.85 /KG
Snack pour chiens  Dentastick Medium   7 pièces 180g;2.0;11.11 /KG
Snack pour chiens  Dentastick medium  28 pièces 720g;8.9;12.36 /KG
Snack pour chiens  Dinde  12g;0.49;40.83 /KG
Snack pour chiens  Gibier  12g;0.49;40.83 /KG
Snack pour chiens  Jumbone mini boeuf  180g;2.33;12.94 /KG
Snack pour chiens  Menu  12g;0.49;40.83 /KG
Snack pour chiens  Rodeo boeuf  4 pièces 70g;1.27;18.14 /KG
Snack pour chiens  Rodeo poulet  4 pièces 70g;1.53;21.86 /KG
Snack pour chiens  Schmackos boeuf  12 pièces 105g;1.62;15.43 /KG
Snack pour chiens  Twister  3 pièces 64g;1.93;30.16 /KG
Snack pour lapins  Carotties;1.69;1.69 /PC
Terrine pour chats  Boeuf  100g;0.65;6.50 /KG
Terrine pour chats  Lapin  100g;0.65;6.50 /KG
Terrine pour chats  Poissons blancs  100g;0.7;7.00 /KG
Terrine pour chats  Poulet  100g;0.65;6.50 /KG
Terrine pour chats  Saumon  100g;0.65;6.50 /KG
Terrine pour chats  Veau  100g;0.65;6.50 /KG
Terrine pour chiens   Agneau  150g;0.97;6.47 /KG
Terrine pour chiens   Dinde  150g;0.97;6.47 /KG
Terrine pour chiens  Boeuf  150g;0.97;6.47 /KG
Terrine pour chiens  Boeuf  300g;1.4;4.67 /KG
Terrine pour chiens  Boeuf aux légumes  300g;1.32;4.40 /KG
Terrine pour chiens  Gibier  150g;0.97;6.47 /KG
Terrine pour chiens  Poulet  150g;0.97;6.47 /KG
Terrine pour chiens  Poulet  300g;1.32;4.40 /KG
6 Brossettes de rechange ORAL-B EB17-6;22.9;22.90 /PC
Aftershave marine  100ml;6.64;66.40 /L
Alcool Modifié 70%  200ml;2.41;12.05 /L
Après-shampooing anti-casse  200ml;3.99;19.95 /L
Après-shampooing avocat&karité  200ml;3.08;15.40 /L
Après-shampooing camomille  200ml;3.23;16.15 /L
Après-shampooing classique  250ml;3.6;14.40 /L
Après-Shampooing color crystal gloss  200ml;3.3;16.50 /L
Après-shampooing color resist  200ml;2.89;14.45 /L
Après-shampooing color-vive  200ml;3.99;19.95 /L
Après-Shampooing diamond gloss  200ml;3.46;17.30 /L
Après-shampooing extra volume  250ml;3.6;14.40 /L
Après-Shampooing nutri cashmere  200ml;3.3;16.50 /L
Après-shampooing nutrigloss  200ml;3.99;19.95 /L
Après-shampooing repair&protect  200ml;3.1;15.50 /L
Après-Shampooing straight&easy liss  200ml;3.17;15.85 /L
Après-shampooing volume collagène  200ml;3.99;19.95 /L
Atomiseur d'eau  150ml;2.5;16.67 /L
Baby Shampooing Gold  300ml;2.98;9.93 /L
Baby Wash-Gel  400ml;4.25;10.63 /L
Bain lait de coco  500ml;3.19;6.38 /L
Bain Moussant  500ml + 250ml gratuit;3.3;4.40 /L
Bain moussant vital  750ml;5.6;7.47 /L
Bandes de cire froide prêtes à l'emploi  Peaux normales  20 pièces;6.8;6.80 /PC
Baume après-rasage sensitive  100ml;7.62;76.20 /L
Baume après-rasage soin réparateur  100ml;7.75;77.50 /L
Baume lèvres bleu/classic  4,8g;2.29;458.00 /KG
Baume lèvres for men  4,8g;3.52;704.00 /KG
Baume lèvres med  4,8g;3.54;708.00 /KG
Baume lèvres rose  4,8g;2.95;590.00 /KG
Body Lait  Douceur  400ml;7.39;18.48 /L
Bodycrème  boîte 150ml;2.0;13.33 /L
Bodycrème  Boîte 250ml;3.7;14.80 /L
Bodycrème  Tube 100ml;2.32;23.20 /L
Bodycrème Soft  Boîte 200ml;5.0;25.00 /L
Bodycrème Soft  Tube 75ml;2.57;34.27 /L
Bodymilk Essential  400ml;5.12;12.80 /L
Brosse à dents  Comfort White Medium;1.7;1.70 /PC
Brosse à dents  Cool&Fresh Soft;1.65;1.65 /PC
Cire froide visage  Strips 20 pièces;6.6;132.00 /KG
Clear-Up strip visage  6 pièces;5.6;112.00 /KG
Compresses douceur  10 pièces;2.9;2.90 /PC
Coton à démaquiller Duo + Disque  67 pièces;1.88;1.88 /PC
Coton à démaquiller sensitiv silk ovale  45 pièces;1.99;1.99 /PC
Coton à démaquiller sensitive silk disque  60 pièces;1.59;1.59 /PC
Coton tiges  boîte  160 pièces;1.72;1.72 /PC
Coton tiges  Recharge  160 pièces;1.16;1.16 /PC
Couches incontinence pour adulte  Discreet large  10 pièces;13.6;13.60 /PC
Couches incontinence pour adulte  Discreet medium   12 pièces;13.6;13.60 /PC
Couches incontinence pour adulte For Men  20 pièces;12.6;12.60 /PC
Crème à raser classique  Tube 100ml;1.46;14.60 /L
Crème à raser sensitive  Tube 100ml;1.84;18.40 /L
Crème collante appareil dentaire   Haftcreme Extrastark  40g;3.9;97.50 /KG
Crème de jour Age Perfect  Pot 50ml;11.88;237.60 /L
Crème de jour anti-rides Q10+  Pot 50ml;12.0;240.00 /L
Crème de jour hydratante   peaux sensibles  50ml;5.06;101.20 /L
Crème de jour hydratante  Peaux normales  50ml;5.2;104.00 /L
